CANCEL MY MEMBERSHIP,Elöfizetés lemondása,
Are you sure you want to cancel the membership,"Biztos, hogy le akarod mondani az elöfizetést?",
Thank you for your payment!,Köszönjük a fizetést,
plan member.,elöfizetési csomag,
You are already a,Te már,
This gateway will provide recurring billing with paypal advance.,Ez a szolgáltató megújuló fizetést fog alkalmazni a paypal advance-val,
From,Töl,
Wrote,Írta,
Profile Views,Profil megtekintések,
January,Január,
February,Február,
March,Március,
April,Április,
May,Május,
June,Június,
July,Július,
August,Augusztus,
September,Szeptember,
October,Október,
November,November,
December,December,
Make Private,Privát chat,
Detailed,Részletes,
Wink,Kacsint,
Friend,Barát,
Favorited,Kedvenc,
Filter,Szürés,
Click here,Klikkelj die,
I agree to the <a href=[L] target=_blank>Terms and Conditions</a>.,Egyetértek a <a href=[L] target=_blank>Felhasználási feltételek</a>.,
Captcha:,Captcha:,
Astrological Signs,Csillagjegy,
Select ON to activate the Astrological Signs.,Válaszd az ON-t hogy aktiváld a Csillagjegyed,
Layout Number,Nézet szám,
Bank List Language,Banki listanév,
Upgrade / iDEAL,Upgrade / iDEAL,
Clear One on One Chat Log,Privát chat elözmények törlése,
Select ON to activate the One on One Chat mode.,Válaszd az ON-t hogy aktivált a privát chat módot,
One on One Chat,Privát chat,
Offline,Offline,
You must be a premium member to use the chat feature.,Prémium tagság szükséges a chat használatához,
Send Chat Request,Küldj Chat felkérést,
Chat Request,Chat felkérés,
Update Database,Adatbázis frissítése,
Please Update Your Database,"Kérjük, frissítsd az adatbázisod",
Your Database is up-to-date.,Az adatbázisod up-to-date,
Are you sure you want to delete this Virtual gift?,"Biztos, hogy kijelölöd ezt a virtuális ajándékot?",
Send IM Request,Küldj IM felkérést,
Send Skype,Küldj Skype üzenetet,
On,On,
Off,Off,
Virtual Gifts,Virtuális ajándék,
Select ON to activate the Virtual Gifts.,"Válaszd az ON-t, hogy aktiváld a virtuális ajándékot",
Max Gifts,Max ajándékok,
Select ON to activate the Notification.,Válaszd az ON-t hogy aktiváld az értesítéseket,
Notification Position,Értesítés pozíció,
Left Top,balra fent,
Right Top,jobbra fent,
Left Bottom,bal gomb,
Right Bottom,jobb gomb,
Select postion of the Notification.,Válaszd ki az értesítés helyét,
Notification Time,Értesítés idözítés,
Select duration of the Notification (in Seconds) .,Válaszd ki az értesítés idötartamát,
The site is currently Free. There is no need to upgrade.,Ez az oldal jelenleg ingyenes. Nem kell megújítani,
You're currently a Premium Member under <br />the,Ön egy prémium felhasználó,
Plan.,Terv,
Your Monthly Membership expires on,A havi elöfizetésed lejár,
You're currently a Standard Member. Please upgrade to enjoy all the benefits of a Premium Membership Plan.,"Te egy standard felhasználó vagy. Ùjíts meg a tagságod, hogy az összes prémium feature-t élvezni tudd",
Membership,Tagság,
News Feed,Üzenöfal,
Gifts,Ajándékok,
just added new status update.,új állapot hozzáadva,
just logged in.,bejeletkezve,
just logged off.,kijelentkezve,
just added new video.,új videó hozzáadva,
just added new audio.,új handgájl hozzáadva,
just added new photo.,új fotó hozzáadva,
just added new profile photo.,új profilkép hozzáadva,
No user is online,nincs online felhasználó,
User has received the maximum number of virtual gifts.,A felhasználó a maximum virtuális ajándékot megkapta,
You must log in to send virtual gifts.,Be kell jelentkezned a virtuális ajándék küldéséhez,
Sent by,Küldte,
year old,éves,
from,töl,
just sent you an email.,küldött neked egy emailt,
just added you as a favorite.,hozzáadott a kedvencekhez,
just sent you a friend request.,felkért barátnak,
just viewed your profile.,megnézte a profilod,
just sent you a wink.,rád kacsintott,
I agree to the,egyetértek,
Terms & Conditions,Felhasználási feltételek,
Meet Me,Találkozz velem,
Select ON to activate the Meet Me Feature.,"Válaszd az ON-t, hogy aktiváld a Találkozz Velem Feature-t",
Password,Jelszó,
About,Rólunk,
Want to meet this user?,Akarsz találkozni ezzel a felhasználóval?,
No more members available to meet,Nincs elérhetö felhasználó a találkozáshoz,
Clear Meet Me Log,Találkozz velem elözmények törlése,
One on One Chat Logs are Cleared.,Privát chat elözmények törölve,
Meet Me Logs Cleared.,Találkozz velem elözmények törölve,
Logout,Kijelentkezés,
Reload,Ùjratöltés,
Tracker,Követés,
Favourite,Kedvencek,
Photos,Fotók,
Sound,Hang,
Upgrade,Frissítés,
You can not send yourself a gift,Magadnak nem küldhetsz ajándékot,
Back,Vissza,
Profile Info,Profil információ,
Location,Helyzet,
Clear Notifications,Értesítések törlése,
Notifications Cleared.,Értesítések törölve,
Add Friend,Barát hozzáadása,
"Sorry, you have been blocked by this user.","Sajnáljuk, ez a felhasználó blokkolt téged",
Add Text,Szöveg hozzáadása,
Add Language,Nyelv hozzáadása,
Save,Mentés,
Blog updated successfully.,Blog sikeresen frissítve,
Blog added successfully.,Blog sikeresen hozzáadva,
Join Free,Csatlakozz ingyen,
JOIN FREE,Csatlakozz ingyen,
Members,Tagok,
Refresh Rate,Értékelés frissítése,
Enter duration for Refresh Features,Add meg az idötartamot a feature-k frissítéséhez,
Fields are mandatory,Minden mezö kötelezö,
Browse,Böngéssz,
DSP Browse,DSP böngészés,
Pick what you want to show:,Válaszd ki a megfelelöt,
By Sex,Nem szerint,
By Age,Kor szerint,
Pagination Color,lapszámozás szín,
Enter 6 digit color code for Pagination.,Válassz 6 számjegyü színt  a lapszámozási szín hozzáadásához,
Credits,Kreditek,
Select ON to activate the Credits mode.,Válaszd az ON-t a Kredit mód aktiválásához,
Credits Usage,Kredit felhasználás,
Credits Purchased:,Kreditek,
Credits Used:,Felhasznált kreditek,
Reset,Visszaállítás,
Extend,Kibövítés,
Remove,Törlés,
Price Per Credit,Àr/Kredit,
This is the price per credit. Do not use the currency sign. Just put the number.,Ez a kredit ára. Ne használj valuta jelet. Csak add meg az összeget,
Credit Per Emails,Kredit/email,
This is the number of credits required to send per email.,Ennyi kredit szükséges az email küldéshez,
Save Changes,Változások mentése,
Note:,Megjegyzés,
The number of emails a user can send per credit is based on the Emails per Credit you setup.,Az emailek küldése kreditenként a saját email/kredit beállításaidtól függ,
"For example, if you set the price at $1 dollar and set the Emails per Credit to 4 then when that","Például, ha 1$-ra állítod az árat és az email/kredit értékét 4-re,",
"User buys 1 credit, he can send 4 emails. After that he has to buy more credits or purchase a membership.","akkor a felhasználó 1$-ért 4 emailt tud küldeni. Ezután a felhasználónak több kreditek kell vásárolni, vagy egy magasabb tagságot",
You currently have [m] credits left.,Neked [m] kredited maradt,
Buy Credits,Kredit vásárlás,
Purchase Credits,Kredit vásárlás,
Per Credit,Kreditenként,
About Me Text,Leírás magamról,
Mobile Logo (png),Mobil logo,
Mobile Dating App Settings,Mobil társkeresö app beállítások,
Terms Text,Felhasználási szöveg,
Galleries,Galéria,
Are you sure you want to block this member?,"Biztos, hogy blokkolni akarod ezt a tagot?",
aquarius,halak,
pisces,kos,
aries,vízöntö,
taurus,bika,
gemini,iker,
cancer,rák,
leo,oroszlán,
vergo,szüz,
libra,mérleg,
scorpio,skorpió,
sagittarius,nyilas,
capricorn,bak,
Please check your e-mail for the confirmation link.,"Kérjük, nyisd meg az emailt a megerösítö linkhez",
Invalid username or e-mail,èrvénytelen felhasználónév vagy email,
Username or Email,Felhasználónév vagy Email,
The password should be at least seven characters long.,A jelszó minimum 7 karakterböl kell álljon,
password not match.,A jelszók nem egyeznek,
Password has been changed successfully.,Jelszó sikeresen létrehozva,
Enter your new password below.,Add meg az új jelszavadat,
Get Password,Jelszó kérése,
Reset Password,Jelszó újraállítása,
"Note: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like !","Megjegyzés: A jelszónak minimum 7 karakter hosszúnak kell lennie. Hogy erösebb legyen, használjon nagybetüt, számokat vagy jeleket mint: !",
Reset password link has been expired.,Jelszó újraállítás link lejárt,
for mobile app,mobile appra,
Client Id,Kliens id,
Secret,Titok,
Admin paypal details are not set yet. Please try again later.,"Admin paypal adatok nem lettek megadva. Kérjuk, próbáld újra késöbb",
Please update Profile Before Send a wink.,"Kérjük frissítsd a fiókod, hogy kacsintást tudj küldeni",
Upgrade Now,Frissítsd most,
MatchNinja,Matchninja,
Serial Code,Széria szám,
Get your Serial Code from,Széria szám igénylése,
mdatepass.com,mdatepass.com,
Search Settings,Keresési beállítások,
Which Profiles do you want to show?,Melyik profilt akarod megmutatni,
Note: You must have Active MatchNinja.com Account for your profile results to show up in the MatchNinja.com Dating Profile Search Site. <br />Visit MatchNinja.com for maore details:,"Aktív MatchNija.com profillal kell rendelkezni, hogy a profilod feltünjön a matchninja.com társkeresö keresöjében",
Activate,Aktiválás,
Tab Color,Tab szín,
Enter 6 digit color code for Tabs.,Adj meg 6 számjegyü színt a tabokhoz,
Non-Active Tab Color,nem aktív tab szín,
Enter 6 digit color code for Non-Active Tabs.,Adj meg 6 számjegyü színt a nem aktív tabokhoz,
Button Color,Gomb szín,
Enter 6 digit color code for Buttons.,Adj meg 6 számjegyü színt a gombokhoz,
Force Photo,Force fotó,
Select ON to upload a photo with their profile.,"Válaszd az ON-t, hogy feltölts egy fotót a profiljukkal",
Search Results,Keresési eredmény,
Select count of Search Result.,Válaszd a keresési eredmények összeadását,
Select count of front page Result.,Válaszd az elölap eredmények összeadását,
Front Page Result,Elölap eredmény,
Help,Segítség,
"<p><strong>Home Page</strong> - This is the area that you are directed to when you first login. </p> <br> <p><strong>Happening Graph</strong> - This is what is happening this current week with your profile.</p> <br> <p><strong>Email</strong> - This is where all the emails go when you receive email from other users. From here you can check your Inbox, Sent Items, Deleted Items and Compose. The Compose will show you a dropdown of your Favorite profiles. You can\\\\\\\\\\\\\\\'t send a new email from here. To send a new email just visit a users profile.</p> <br> <p><strong>Online</strong> - Shows the users that are currently online. You can filter the online results by gender.</p> <br> <p><strong>Steal Mode</strong> - Turning Stealth Mode ON will make in invisible to other users.</p> <br> <p><strong>Profile Trending</strong> - These are the profiles that are getting the most attention. You can filter these by Favorites, Friends, Winks Sent and Emails.</p> <br> <p><strong>Who Viewed Me</strong> - These are the profiles that have viewed your profile.</p> <br> <p><strong>Who I Viewed </strong>- These are all the profiles you have viewed.</p> <br> <p><strong>View Profile</strong> - This will show you what your profile looks like to other users.</p> <br> <p><strong>Edit Profile</strong> - This lets you edit your profile and your default photo on your profile.</p> <br> <p><strong>Media</strong> - This is where you add Photo Galleries, Audio and Video files.</p> <br> <p><strong>Chat</strong> - This is the group chat room. </p> <br> <p><strong>One to One Chat</strong> - When a user is online you can send them a Chat request. The other user will receive a popup that ask them if they would like to chat. If they accept it then you\\\\\\\\\\\\\\\'re put into a One on One Chat session.</p> <br> <p><strong>Search</strong> - Search for other profiles.</p> <br> <p><strong>Advanced Search</strong> - Extend the search function by searching for specific things in a profile.</p> <br> <p><strong>Zip Code Search</strong> - Search for profiles from any number of miles from a given zip code.</p> <br> <p><strong>Saved Search</strong> - Save your searches by name so you can access them quickly.</p> <br> <p><strong>Settings / Account </strong>- Change your email address and your password here.</p> <br> <p><strong>Settings / Match Alerts</strong> - These are profile matches that you can have sent to your email automatically. You turn it on and set the criteria.</p> <br> <p><strong>Settings / Blocked </strong>- These are the profiles that you have blocked from contacting you. You can block a user from their profile view.</p> <br> <p><strong>Settings / Privacy</strong> - This is where you set who can contact you. By default, everyone can contact you.</p> <br> <p><strong>Settings / Skype</strong> - If you want to use the Skype Instant Messenger/Chat feature then you just add your Skype name and set who can contact you. Can be everyone or your friends.</p> <br> <p><strong>Settings / Upgrade Account</strong> - Upgrade your account to premium membership to get access to features like Email and Chat.</p> <br> <p><strong>Extras / Trending </strong>- Trending profiles are profiles that are getting the most attention. You can filter these results as well.</p> <br> <p><strong>Extras / Interest Cloud </strong>- When you add Interests to your profile they become searchable via the Interest Cloud area. </p> <br> <p><strong>Extras / Date Tracker</strong> - Track the people that you go out with by using the Date Tracker. On a profile there is a icon for Date Tracker. Click it and then you can keep a diary of how it went with this user.</p> <br> <p><strong>Extras / Blogs</strong> - Write articles in the blog section that will appear on your profile.</p> <br> <p><strong>Extras / Meet Me</strong> - Browse through the member profile base and click the Yes or No button and an email will be sent to that user letting them know that they would like to meet you.</p>","<p><strong>Kezdölap</strong> - Ez az az oldal ahova az elsö bejelentkezés után átirányítunk. </p> <br> <p><strong>Történet grafikon</strong> - Ez történt a profiloddal az utóbbi hétben.</p> <br> <p><strong>Email</strong> - Ide jön az össze email a többi tagtól. Itt láthatod a bejövö és kimenö emaileket.A dropdown megmutatja a kedvenceid listáját. Nem tudsz\\\\\\\\\\\\\\\' új emailt küldeni innen.Az email küldéshez látogass el a kivant felhasznalo profiljara.</p> <br> <p><strong>Online</strong> - Mutas meg hogy épp online vagy. Kereshetsz nem szerint.</p> <br> <p><strong>Ingoknito mód</strong> - Ha bekapcsolod akkor a többi tag nem lát.</p> <br> <p><strong>Profile Trending</strong> - Ezek a profilok keltik a legtöbb feltünést. </p> <br> <p><strong>Ki nézte meg a profilom</strong> - Ök nézték meg a profilod.</p> <br> <p><strong>Akiket én néztem meg</strong>- .Ezeket a profilokat nézted meg</p> <br> <p><strong>hogy néz ki az én profilom</strong> - ìgy néz ki a profilod ahogy mások látják.</p> <br> <p><strong>Profil szerkesztés</strong> - Itt szerkesztheted a profilod képét leírását stb.</p> <br> <p><strong>Media</strong> - Ide adhatsz videókat, hangokat stb.</p> <br> <p><strong>Chat</strong> - Ez a csoportos chat szoba </p> <br> <p><strong>Privát chat</strong> - Csak online tagoknak küldhetsz chat felkérést. A többi felhasználó értesítést fog kapni a kelkérésröl. Ha elfogadják, akkor\\\\\\\\\\\\\\\ elkezdödik a privát chat session.</p> <br> <p><strong>Keresés</strong> - Profilok keresése.</p> <br> <p><strong>Részletes keresés</strong> - ezzel konkét dolgokra kereshetsz rá profilon belül.</p> <br> <p><strong>Irányítószá keresés</strong> - Keress profilokat tetszöleges tavra az iranyitoszamodtol.</p> <br> <p><strong>Mentedd keresések</strong> -Ments el a keresési feltételeidet, hogy késöbb egyszerübben elérd.</p> <br> <p><strong>Beállítások / Fiók </strong>- Változtad meg az emailed és a jelszód itt.</p> <br> <p><strong>Beállítások / Találat</strong> - Ezeket a találatokat automatikusan küdheted magadnak emailen. Bekapcsolod és megadod a kritériumokat.</p> <br> <p><strong>Beállítások / Blokkolt </strong>- Ezeket a profilokat blokkoltad.</p> <br> <p><strong>Beállítások / Adatvédelem</strong> - itt állíthatod be hogy ki írhat neked.</p> <br> <p><strong>Beállítások / Skype</strong> - Ha skypolni akarsz a tagokkal akkor ad meg a sykpe nevedet itt.</p> <br> <p><strong>Beállítások / Fiók frissítése</strong> - Frissíts meg a fiókot hogy használhass featureket mint az email vagy a chat.</p> <br> <p><strong>Extrák / Trendek </strong>- Ezek a profilok keltik a legtöbb feltünést.</p> <br> <p><strong>Extrák / Érdeklödés felhö</strong>- Adj meg érdeklödési kört hogy kereshessenek rá a tagok. </p> <br> <p><strong>Extrák / Randi fövetö</strong> - Kövesd nyomon a randijaidat és jegyezd le hogy ment.</p> <br> <p><strong>Extrák / Blogok</strong> - Irj blogot ami megjelenik a profilodon.</p> <br> <p><strong>Extrák / Találkozz velem</strong> - Kérj randi felkérést ezzel a funkcóval.</p>",
Wink Received,Kacsintás érkezett,
Stories,Sztorik,
Please enter story title.,Add meg a sztorid címét,
Please enter story content.,Add meg a sztorid tartalmát,
Add New Story,ùj sztori hozzáadása,
Story:,Sztori,
Paypal,Paypal,
Paypal Pro,Paypal pro,
Miles,Mérföldek,
Happening Graph,Történés grafikon,
Select ON to activate the Happening Graph.,Válaszd ki az ON-t hogy aktiváld a történés grafikont,
Are you sure you want to delete this comment?,"Biztos, hogy törölni akarod a kommented?",
Near Me,Közelemben,
Select ON to activate the Near Me field,Válaszd ki az ON-t hogy aktiváld a Közelemben featuret,
JOIN,Csatlakozz,
Account Setting,Fiók beállítások,
MATCH ALERT,találat értesítés,
BLOCKED,blokkolt,
Privacy Setting,Adatvédelmi beállítások,
Zipcode,Irányítószám,
save searches,keresés mentése,
Title Color,Cím színe,
Enter 6 digit color code for Titles.,Ajd meg 6 jegyü színkódot a címhez,
Help Page Contents,Segítség Oldal Tartalom,
Match alerts,találat értesítés,
Username can not have spaces.,Felhasználónév nem tartalmazhat space-t,
Please Enter Username.,"Kérjük, add meg a felhasználónevet",
Please Enter Email address.,"Kérjük, add meg az email címedet",
Please Confirm email address.,"Kérjük, erösítsd meg az email címed",
Please Check terms and conditions.,"Kérjük, olvasd el a felhasználási feltételeket",
Alert,Értesítés,
Empty,Üres,
No result found !,Nincs eredmény,
JOIN IT IS FREE!,Csatlakozz ingyen,
Search our singles,Keress szingliket,
Happy Stories,Vidám történetek,
Welcome User Name,"Üdvüzöljük, Felhasználónév",
Latest Blog,Legutobbi blog,
OFF,OFF,
ON,ON,
Free Member,Ingyenes szám,
Are you sure you want to delete this user from your date tracker?,"Biztos, hogy törölni akarod ezt a tagot a randikövetöböl?",
Deleted Video.,Video törölve,
You must be a premium member to send an email,Prémium tagság szükséges az email használatához,
Virtual Gift has been Deleted,Virtuális ajándék törölve,
Virtual Gift has been Approved,Virtuális ajándék megerösítve,
My Gifts,Ajándékaim,
My Winks,Kacsintásaim,
Online Members,Online tagok,
Empty Album id/No image uploaded,Üres Album id/ nincs feltöltött kép,
other details,más részletek,
Page,Oldal,
Read More,több,
Use web or android app for payment,Használd a webet vagy android appot a fizetéshez,
Network error has occurred please try again!,"Hálózati hiba, kérjük próbáld újra",
Fill in all the fields!,Tölts ki minden mezöt,
Enter site name,Add meg az oldal nevét,
Thankyou for the payment.,Köszönjük a fizetést,
Payment Failed! Try again later.,Fizetés sikertelen. Próbáld újra késöbb,
You have cancelled the payment!,Megszakítottad a fizetést,
Image size cannot be more than 5 MB!,Képméret nem lehet több mint 5 MB,
Video size cannot be more than 5 MB!,Videoméret nem lehet több mint 5 MB,
The app has not been configured yet!,Az app nem lett még konfigurálva,
Country field is required!,Ország mezö kötelezö,
About me field is required!,Magamról mezö kötelezö,
Title field is required!,Cím mezö kötelezö,
Content field is required!,Tartalom mezö kötelezö,
After Register Redirect,Regisztráció után átirányítás,
Select ON to activate the After Register Redirect url mode.,Válaszd az ON-t hogy aktiváld a regisztrálás utáni átirányítás módot,
Register Email To Admin,Regisztráld az emailt adminként,
Select ON to Send Email to Admin after New User Registration,Válaszd az ON- hogy küld egy admin emailt az uj tag regisztrációjához,
Display options,megjelenítés beállítások,
"Member list up, Tab down","Tag lista, tab lefele",
"Tab up, Member list down","Tab fel, tag lista le",
Tab only,Csak tab,
Select which layouts to show in members not loggedin page,Válasz ki milyen nézetben jelenjen meg a nem tagok login oldala,
No Story Found,Nincs sztori,
Captcha did not match,Captcha sikertelen,
View Gift,Ajándék megtekintése,
No Virtual Gifts,Nincs virtuális ajándék,
Mon,Hét,
Tue,Kedd,
Thu,Csüt,
Fri,Pén,
Sat,Szo,
Sun,Vas,
Actions,Akciók,
Show Into Advanced Search,Mutasd a részletes keresést,
Premium membership expiration,Prémium tagság lejárat,
Payment Successful,Sikeres fizetés,
Payment Failed,Sikertelen fizetés,
Payment Cancelled,Fizetés megszakítva,
Credit balance low,Kredit szám alacsony,
Credit Purchase,Kredit vásárlás,
Meet me,Találkozz velem,
Reset password,Jelszó újraállítás,
Alert Member Notifications-> You can&rsquo;t send wink to this Member.,Tag értesítések-> Te &rsquo;t kacsintást küldeni ennek a tagnak.,
Alert Member Notifications-> You can&rsquo;t send meet me message to this Member.,Tag értesítések-> Te &rsquo;t találkozz velem üzenetet ennek a felhasználónak.,
Alert Email Notifications-> We can&rsquo;t send you a reset password beacause your notification setting for reset password is selected NO.,"Email értesítések-> Mi nem tudjuk visszaállítani a jelszavad, mert az értesítési beállításaid NO-ra van állítva",
Add New Discount,Új kedvezmény hozzáadása,
Code,Kód,
Type,Típus,
Amount,Mennyiség,
status,Àllapot,
Uses,Használatok,
Discount Codes,Kedvezmény Kódok,
Discount Codes options,Kedvezmény opciók,
Enter Your Discount Code,Add meg a kedvezmény kódot,
Discount,Kedvezmény,
Amount After Discount,Összeg a kedvezmény után,
Coupan already used,Kupon már fel lett használva,
Wrong Coupan Code Entered,Érvénytelen kupon kód,
Profile By Registered Date,Profil regisztrálási dátum alapján,
Start and End Date not selected,Kezdö és Befejezö dátum nincs kiválasztva,
Back to search results,Vissza a keresési eredményekhez,
Select which type of member get to use this site for free,Válaszd ki melyik felhasználó használhatja ezt az oldalt ingyen,
No Comments,Nincs komment,
View Wink,Kacsintások,
Template Images,Sablon képek,
Upload Template Images,Sablon kép feltöltés,
Caption,Készítés,
Select ON to activate the male mode.,Válaszd az ON-t hogy aktiváld a férfi módot,
Select ON to activate the female mode.,Válaszd az On-t hogy aktivált a nöi módot,
The following user has commented on your profile. Please check the comments,Ez a felhasználó kommentált a profilodon,
To enable elements of home page elements. Please check the checkbox,hogy engedelyezd az elemeket a kezdöoldalon. Kérjük klikkelj a checkboxra.,
Invalid zip code,Érvénytelen irányítószám,
Please Enter zipcode.,Add meg az irányítószámot,
Enable Home page elements,Engedélyezd a kezdölap elemeket,
Random Online Members,Random online tagok,
Select ON to activate the random online members mode.,Válaszd az ON-t hogy aktivált a random online tag módot,
No. of members,tagok száma,
Please enter less than 10 for random online members,Kérjük adj meg kevesebb mint 10 random online tagot,
Users Statistics,Felhasználási statisztika,
Members By Country,Tagok ország szerint,
All User Statistics,Minden felhasználó statisztika,
Start Date,Start dátum,
End Date,Vég dátum,
Gifts Per Credit,Ajándék kreditenként,
This is the number of credits required to send per gift.,Ez a kreditek száma az ajándék küldéshez,
Credit Per $,Kredit $-ként,
Credit Per Price,Kredit áranként,
This is the credit per price. Do not use the currency sign. Just put the number.,Ez a kredit ára. Ne használj valuta jelet. Csak add meg az összeget,
Distance,Távolság,
Unit,Egység,
Select Unit,Válassz egységet,
Km,KM,
Please enter discount name.,Adj meg kedvezmény nevet,
Please enter discount code.,Adj meg kedvezmény kódot,
Please enter discount type.,Adj meg kedvezmény típust,
please enter description.,ad meg egy leírást,
Please choose discount amount.,Válassz kedvezmény összeget,
Place ipcodeCountry,adj meg ipcode Országot,
Place,Hely,
Distance Feature,Távolság feature,
Select ON to activate Distance Module.,Válaszd az ON-t hogy aktiváld a távolság módot,
You must create your profile before you can use this feature.,Létre kell hoznod a profilod hogy használhasd ezt a featuret,
Your profile has not been Approved yet,A profilod még nem lett jóváhagyva,
New Gateways Updated!!!!,Új fizetési opciók hozzáadva,
Instruction,Instrukciók,
Upgrade / Bank wire,Frissítés / Banki átutalás,
Upgrade / Cheque payment,Frissítés / Csekk fizetés,
Bank & Cheque Users,Bank & Csekk felhasználók,
Plan Amount,Tagság Díj,
Plan Days,Tagság napok,
Plan Name,Tagság neve,
Completed,Siker,
Security Viloation,Biztonság megsértése,
Edit This Only,Csak ezt szerkeszd,
Select ON to activate the Terms of Service mode.,Válaszd az ON-t hogy aktiváld a Felhasználási módot,
New Discount Code added!!!!,Új kedvezmény hozzáadva,
Discount Code updated!!!!,Kedvezmény frissítve,
%,%,
An Online Members widget that displays dsp dating online members.,Egy online tag widget ami megjeleníti a dsp társkeresö online tagjait,
Default Country,Alap ország,
Enable Trending Feature,Trending Feature engedélyezése,
Other Settings,Más beállítások,
Start DSP year,Kezdj DSP évet,
Start Year,Èv kezdése,
Enable Recapcha,Engedélyezd a recaptcha-t,
Select ON to enable Recaptcha,Válaszd az ON-t a recaptcha engedélyezéséhez,
Select ON to enable distance,Válaszd az ON-t a távolság engedélyezéséhez,
Select default country,Válaszd az alapértelmezett országot,
Please choose caption.,Válassz feliratot,
Please choose status,Válassz állapotot,
Please choose image file.,Válassz kép fájlt,
A chat widget.,Egy chat widget,
Google Recaptcha Setting,Google Recaptcha beállítások,
Enter your Google APP Id here,Add meg a google APP id-t,
Total Intrest,Teljes érteklödés,
Registered Users,Regisztrált felhasználók,
Dates Tracked,Lekövetett randik,
Facebook Login Setting,Facebook login beállítások,
APP Id,APP ID,
Enter your facebook APP id here.,Add meg a facebook APP id-t,
Secret Key,Titkos kulcs,
Enter your facebook secret key here.,add meg a facebook titkos kulcsot,
Facebook Login,Facebook login,
Enable Make Private Option in Edit Profile Section,Engedélyezd a privát opciókat a profil beállításokban,
Enable Facebook Login module.For more info how to set up Facebook Api,engedélyezd a facebook login modult. Több információért a facebook api beállításához,
New profile Question added!,ùj profil kérdés hozzáadva,
Profile Question updated!,Profil kérdés hozzáadva,
"Please upload template images of following sizes for template1(566px*361px),template2(950px*694px),template3(950px*413px),template4(950px*457px),template5(950px*482px),template6(525px*418px),template7(950px*457px)","Kérjük, töltsd fel képt sablonokat a következö méretekben: template1(566px*361px),template2(950px*694px),template3(950px*413px),template4(950px*457px),template5(950px*482px),template6(525px*418px),template7(950px*457px)",
Select ON to enable Discount coupan code option,Válaszd az ON-t hogy engedélyezzék a kupod kód opciót,
Edit Current Location,Szerkeszd a jelenlegi helyzetet,
Choose your bank:,Válassz bankot,
Status was Successful...Thank you for your order.,àllapot sikeres. Köszönjük a rendelést,
OK.,OK,
IP address not correct... This call is not from Targetpay.,IP cím nem megfelelö. Ez a kérés nem a Targetpay-töl jött,
Could not fetch response,nem tudjuk a választ kiolvasni,
New Membership added!!!!,ùj tagság hozzáadva,
Membership updated!!!!,Tagság frissítve,
Copy unsuccessfull!,Másolás sikertelen,
"If you don not have coupon code,Please leave it blank","Ha nincs kupon kódod, hagy üresen a mezöt",
Click Here To Get API Key,Klikkel a az API kulcs igényléshez,
The comment has been successful.It will be shown after approval of this user.,Sikeres komment. A felhasználó jóváhagyása után meg lesz jelenítve,
Enter your Google secret key here.,Add meg a google titkos kulcsodat.,
Wink Sent Sucessfully.,Kacsintás küldése sikeres,
You have rated this user successfully. Thank you !,Sikeresen értékelted ezt a felhasználót. Köszönjük,
Username already exists,Felhasználónév már foglalt,
Email already exists,Email már foglalt,
Site Key,Oldal kulcs,
Enter your Google Site Key here,Add meg a google oldal kulcsot,
This is the number of credits required to send per gifts.,Ennyi kredit szükséges az ajándék küldéshez,
Select ON to enable trending sub-menu in extra menu,Válaszd az ON-t hogy engedélyezd a trending almenüt az extra menüben,
No Image uploaded by this user,Nincs kép feltöltve ehhez a taghoz,
Search Form Type,Keresés Form típus,
Select search form type in home page,Válaszd ki a keresés form típust a kezdölapon,
Search form with country list,Keresés form ország listával,
Search form with geography,Keresés form geográfia,
None,semmi,
First name field should not be empty.,A név mezö nem lehet üres,
Last name field should not be empty.,A családi név mezö nem lehet üres,
Enable Registration Field,Regisztráció mezö engedélyezése,
Select ON to enable firstname & lastname field in Registration form,Válaszd az ON-t hogy a név&családi név mezö megjelenjen a Regisztrációs formon,
You are now friend with this user,Most barátok lettetek ezzel a felhasználóval,
Fullname,Teljes név,
User Profile Display Name,Felhasználó megjelenített neve,
Select option to display user profile display name,Klikkelj az Opciókra hogy megjelenítsd a profil nevét,
Message deleted Sucessfully.,Üzenet sikeresen törölve,
Home page Elements,Kezdölap elemek,
After User Register,Felhasználó utánregisztráció,
Auto Login,Auto login,
Email Verification,Email érvényesítés,
Select option to redirect user after registration. Note: You must have dsp_add_on,Válaszd az opciókat hogy átirányítsd a felhasználót a regisztráció után. Megjegyzés: rendelkezned kell dsp_add_on - val,
Your account is activated successfully,A fiókod sikeresen aktiválva,
User not exist,Felhasználó nem létezik,
Current Status :,Jelenlegi állapot,
Noone view your profile till now,senki nem nézte meg a profilod ezidáig,
End Year,èv vége,
End DSP Year,DSP èv vége,
Import Language Pack,Nyelvi csomag importálás,
Select language that pack needed to import,Válaszd ki az importálandó nyelv csomagot,
Select language pack need to import,Válaszd ki az importálandó nyelv csomagot,
Language Pack,Nyelvi csomag,
License Key,Liszensz kulcs,
Enter a valid license key for WP Dating Plugin.,Adj meg egy érvényes liszensz kulcsot a WP Dating Pluginhoz,
Either you entered only spam words or no <#name#> entered,Vagy csak spam szavakat adtál meg vagy nincs <#name#> megadva,
